ocel:activity,ocel:timestamp,ocel:type:MAT,ocel:type:PLA,ocel:type:PO_ITEM,ocel:type:SO_ITEM,ocel:type:CUSTOMER,ocel:type:SUPPLIER,Stock Before,Stock After,ocel:type:MAT_PLA,ocel:eid,Annual Demand (D_m),Average Daily Demand (d_m),Std Dev of Daily Demand (σ_m),Average Lead Time (l_m),EOQ,Safety Stock (SS),Reorder Point (ROP),OS,CUMCOUNT,INVCUMCOUNT,Current Status,Status Change Happened,Status Change Happened2,Status Change Happened3,Status Change Happened4
Create Sales Order Item (Understock),2024-02-14 01:58:20,['MAT-58'],['Plant2'],,['SO_ITEM--108-1'],['CUSTOMER--25'],,0.0,0.0,['MAT-58_Plant2'],e768,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-02-14 01:58:21,['MAT-58'],['Plant2'],,['SO_ITEM--108-1'],['CUSTOMER--25'],,0.0,0.0,['MAT-58_Plant2'],e768_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2024-02-27 01:58:29,['MAT-58'],['Plant3'],['PO_ITEM--37-2'],,,['SUPPLIER--4'],0.0,0.0,['MAT-58_Plant3'],e769_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-02-27 01:58:30,['MAT-58'],['Plant3'],['PO_ITEM--37-2'],,,['SUPPLIER--4'],0.0,0.0,['MAT-58_Plant3'],e769,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-04-22 01:58:50,['MAT-58'],['Plant3'],,['SO_ITEM--47-5'],['CUSTOMER--2'],,0.0,0.0,['MAT-58_Plant3'],e771,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-04-22 01:58:51,['MAT-58'],['Plant3'],,['SO_ITEM--47-5'],['CUSTOMER--2'],,0.0,0.0,['MAT-58_Plant3'],e771_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2024-08-01 01:59:09,['MAT-58'],['Plant4'],['PO_ITEM--144-5'],,,['SUPPLIER--13'],0.0,0.0,['MAT-58_Plant4'],e773_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-08-01 01:59:10,['MAT-58'],['Plant4'],['PO_ITEM--144-5'],,,['SUPPLIER--13'],0.0,0.0,['MAT-58_Plant4'],e773,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-08-08 01:59:20,['MAT-58'],['Plant4'],['PO_ITEM--137-2'],,,['SUPPLIER--18'],0.0,0.0,['MAT-58_Plant4'],e774,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,,
ST CHANGE UNDERSTOCK to OVERSTOCK,2024-08-23 01:59:29,['MAT-58'],['Plant4'],['PO_ITEM--101-5'],,,['SUPPLIER--24'],0.0,1.0,['MAT-58_Plant4'],e775_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
Goods Receipt (Overstock),2024-08-23 01:59:30,['MAT-58'],['Plant4'],['PO_ITEM--101-5'],,,['SUPPLIER--24'],0.0,1.0,['MAT-58_Plant4'],e775,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
END OVERSTOCK,2024-08-23 01:59:31,['MAT-58'],['Plant4'],['PO_ITEM--101-5'],,,['SUPPLIER--24'],0.0,1.0,['MAT-58_Plant4'],e775_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
START UNDERSTOCK,2023-12-19 01:57:49,['MAT-58'],['Plant5'],,,['CUSTOMER--213312'],,58.0,0.0,['MAT-58_Plant5'],e765_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Goods Issue (Understock),2023-12-19 01:57:50,['MAT-58'],['Plant5'],,,['CUSTOMER--213312'],,58.0,0.0,['MAT-58_Plant5'],e765,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-03-08 01:58:40,['MAT-58'],['Plant5'],['PO_ITEM--54-5'],,,['SUPPLIER--18'],0.0,0.0,['MAT-58_Plant5'],e770,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-03-08 01:58:41,['MAT-58'],['Plant5'],['PO_ITEM--54-5'],,,['SUPPLIER--18'],0.0,0.0,['MAT-58_Plant5'],e770_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2023-11-13 01:59:39,['MAT-59'],['Plant2'],['PO_ITEM--4-5'],,,['SUPPLIER--17'],0.0,98.0,['MAT-59_Plant2'],e777_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Goods Receipt (Overstock),2023-11-13 01:59:40,['MAT-59'],['Plant2'],['PO_ITEM--4-5'],,,['SUPPLIER--17'],0.0,98.0,['MAT-59_Plant2'],e777,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Purchase Suggestion Item (Overstock),2024-08-02 02:00:20,['MAT-59'],['Plant2'],,,,,31.0,31.0,['MAT-59_Plant2'],e781,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-08-02 02:00:21,['MAT-59'],['Plant2'],,,,,31.0,31.0,['MAT-59_Plant2'],e781_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-08-04 02:00:29,['MAT-59'],['Plant3'],,['SO_ITEM--65-1'],['CUSTOMER--1'],,31.0,31.0,['MAT-59_Plant3'],e782_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
Create Sales Order Item (Overstock),2024-08-04 02:00:30,['MAT-59'],['Plant3'],,['SO_ITEM--65-1'],['CUSTOMER--1'],,31.0,31.0,['MAT-59_Plant3'],e782,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
END OVERSTOCK,2024-08-04 02:00:31,['MAT-59'],['Plant3'],,['SO_ITEM--65-1'],['CUSTOMER--1'],,31.0,31.0,['MAT-59_Plant3'],e782_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
START OVERSTOCK,2024-03-04 01:59:49,['MAT-59'],['Plant4'],,,['CUSTOMER--695377'],,98.0,31.0,['MAT-59_Plant4'],e778_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Goods Issue (Overstock),2024-03-04 01:59:50,['MAT-59'],['Plant4'],,,['CUSTOMER--695377'],,98.0,31.0,['MAT-59_Plant4'],e778,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-06-02 02:00:10,['MAT-59'],['Plant4'],['PO_ITEM--30-4'],,,['SUPPLIER--1'],31.0,31.0,['MAT-59_Plant4'],e780,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-06-02 02:00:11,['MAT-59'],['Plant4'],['PO_ITEM--30-4'],,,['SUPPLIER--1'],31.0,31.0,['MAT-59_Plant4'],e780_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-04-21 01:59:59,['MAT-59'],['Plant5'],,['SO_ITEM--156-2'],['CUSTOMER--11'],,31.0,31.0,['MAT-59_Plant5'],e779_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
Create Sales Order Item (Overstock),2024-04-21 02:00:00,['MAT-59'],['Plant5'],,['SO_ITEM--156-2'],['CUSTOMER--11'],,31.0,31.0,['MAT-59_Plant5'],e779,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
END OVERSTOCK,2024-04-21 02:00:01,['MAT-59'],['Plant5'],,['SO_ITEM--156-2'],['CUSTOMER--11'],,31.0,31.0,['MAT-59_Plant5'],e779_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
START UNDERSTOCK,2024-01-15 00:06:19,['MAT-5'],['Plant1'],['PO_ITEM--72-1'],,,['SUPPLIER--4'],0.0,0.0,['MAT-5_Plant1'],e43_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Purchase Order Item (Understock),2024-01-15 00:06:20,['MAT-5'],['Plant1'],['PO_ITEM--72-1'],,,['SUPPLIER--4'],0.0,0.0,['MAT-5_Plant1'],e43,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2024-01-15 00:06:21,['MAT-5'],['Plant1'],['PO_ITEM--72-1'],,,['SUPPLIER--4'],0.0,0.0,['MAT-5_Plant1'],e43_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START UNDERSTOCK,2023-12-05 00:05:49,['MAT-5'],['Plant2'],['PO_ITEM--63-1'],,,['SUPPLIER--26'],0.0,0.0,['MAT-5_Plant2'],e40_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-12-05 00:05:50,['MAT-5'],['Plant2'],['PO_ITEM--63-1'],,,['SUPPLIER--26'],0.0,0.0,['MAT-5_Plant2'],e40,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-12-09 00:06:00,['MAT-5'],['Plant2'],['PO_ITEM--142-2'],,,['SUPPLIER--4'],0.0,0.0,['MAT-5_Plant2'],e41,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Understock,,,,
Create Sales Order Item (Understock),2024-01-05 00:06:10,['MAT-5'],['Plant2'],,['SO_ITEM--54-1'],['CUSTOMER--12'],,0.0,0.0,['MAT-5_Plant2'],e42,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Understock,,,,
ST CHANGE Understock to Overstock,2024-05-03 00:06:49,['MAT-5'],['Plant2'],,,,,69.0,69.0,['MAT-5_Plant2'],e46_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Purchase Suggestion Item (Overstock),2024-05-03 00:06:50,['MAT-5'],['Plant2'],,,,,69.0,69.0,['MAT-5_Plant2'],e46,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
END OVERSTOCK,2024-05-03 00:06:51,['MAT-5'],['Plant2'],,,,,69.0,69.0,['MAT-5_Plant2'],e46_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
START OVERSTOCK,2024-06-04 00:06:59,['MAT-5'],['Plant4'],['PO_ITEM--52-2'],,,['SUPPLIER--29'],69.0,69.0,['MAT-5_Plant4'],e47_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-06-04 00:07:00,['MAT-5'],['Plant4'],['PO_ITEM--52-2'],,,['SUPPLIER--29'],69.0,69.0,['MAT-5_Plant4'],e47,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-07-15 00:07:20,['MAT-5'],['Plant4'],['PO_ITEM--115-2'],,,['SUPPLIER--14'],69.0,69.0,['MAT-5_Plant4'],e49,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-07-15 00:07:21,['MAT-5'],['Plant4'],['PO_ITEM--115-2'],,,['SUPPLIER--14'],69.0,69.0,['MAT-5_Plant4'],e49_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-02-06 00:06:29,['MAT-5'],['Plant5'],['PO_ITEM--94-3'],,,['SUPPLIER--12'],0.0,69.0,['MAT-5_Plant5'],e44_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Overstock,START OVERSTOCK,,,
Goods Receipt (Overstock),2024-02-06 00:06:30,['MAT-5'],['Plant5'],['PO_ITEM--94-3'],,,['SUPPLIER--12'],0.0,69.0,['MAT-5_Plant5'],e44,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-03-11 00:06:40,['MAT-5'],['Plant5'],['PO_ITEM--2-1'],,,['SUPPLIER--5'],69.0,69.0,['MAT-5_Plant5'],e45,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Overstock,,,,
Create Sales Order Item (Overstock),2024-07-08 00:07:10,['MAT-5'],['Plant5'],,['SO_ITEM--75-2'],['CUSTOMER--14'],,69.0,69.0,['MAT-5_Plant5'],e48,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Overstock,,,,
Goods Receipt (Overstock),2024-08-05 00:07:30,['MAT-5'],['Plant5'],['PO_ITEM--2-4'],,,['SUPPLIER--5'],69.0,144.0,['MAT-5_Plant5'],e50,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-08-05 00:07:31,['MAT-5'],['Plant5'],['PO_ITEM--2-4'],,,['SUPPLIER--5'],69.0,144.0,['MAT-5_Plant5'],e50_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2023-12-31 02:00:59,['MAT-60'],['Plant1'],,,['CUSTOMER--464618'],,119.0,96.0,['MAT-60_Plant1'],e786_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Goods Issue (Overstock),2023-12-31 02:01:00,['MAT-60'],['Plant1'],,,['CUSTOMER--464618'],,119.0,96.0,['MAT-60_Plant1'],e786,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
ST CHANGE Overstock to Understock,2024-02-10 02:01:19,['MAT-60'],['Plant1'],['PO_ITEM--25-2'],,,['SUPPLIER--24'],0.0,0.0,['MAT-60_Plant1'],e788_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Purchase Order Item (Understock),2024-02-10 02:01:20,['MAT-60'],['Plant1'],['PO_ITEM--25-2'],,,['SUPPLIER--24'],0.0,0.0,['MAT-60_Plant1'],e788,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
END UNDERSTOCK,2024-02-10 02:01:21,['MAT-60'],['Plant1'],['PO_ITEM--25-2'],,,['SUPPLIER--24'],0.0,0.0,['MAT-60_Plant1'],e788_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
START OVERSTOCK,2023-10-06 02:00:39,['MAT-60'],['Plant2'],['PO_ITEM--141-4'],,,['SUPPLIER--10'],129.0,129.0,['MAT-60_Plant2'],e784_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-10-06 02:00:40,['MAT-60'],['Plant2'],['PO_ITEM--141-4'],,,['SUPPLIER--10'],129.0,129.0,['MAT-60_Plant2'],e784,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-11-05 02:00:50,['MAT-60'],['Plant2'],['PO_ITEM--44-1'],,,['SUPPLIER--11'],129.0,129.0,['MAT-60_Plant2'],e785,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,3,Overstock,,,,
Create Sales Order Item (Overstock),2024-06-13 02:01:40,['MAT-60'],['Plant2'],,['SO_ITEM--184-1'],['CUSTOMER--42'],,10.0,10.0,['MAT-60_Plant2'],e790,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,2,Overstock,,,,
ST CHANGE Overstock to Understock,2024-09-07 02:02:19,['MAT-60'],['Plant2'],['PO_ITEM--107-3'],,,['SUPPLIER--11'],0.0,0.0,['MAT-60_Plant2'],e794_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,1,Understock,,,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Purchase Order Item (Understock),2024-09-07 02:02:20,['MAT-60'],['Plant2'],['PO_ITEM--107-3'],,,['SUPPLIER--11'],0.0,0.0,['MAT-60_Plant2'],e794,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,1,Understock,,,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Purchase Order Item (Understock),2024-09-24 02:02:30,['MAT-60'],['Plant2'],['PO_ITEM--143-4'],,,['SUPPLIER--17'],0.0,0.0,['MAT-60_Plant2'],e795,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-09-24 02:02:31,['MAT-60'],['Plant2'],['PO_ITEM--143-4'],,,['SUPPLIER--17'],0.0,0.0,['MAT-60_Plant2'],e795_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2024-01-13 02:01:09,['MAT-60'],['Plant3'],,,['CUSTOMER--458181'],,96.0,0.0,['MAT-60_Plant3'],e787_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Goods Issue (Understock),2024-01-13 02:01:10,['MAT-60'],['Plant3'],,,['CUSTOMER--458181'],,96.0,0.0,['MAT-60_Plant3'],e787,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-03-14 02:01:30,['MAT-60'],['Plant3'],['PO_ITEM--49-4'],,,['SUPPLIER--20'],0.0,0.0,['MAT-60_Plant3'],e789,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-03-14 02:01:31,['MAT-60'],['Plant3'],['PO_ITEM--49-4'],,,['SUPPLIER--20'],0.0,0.0,['MAT-60_Plant3'],e789_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2024-07-03 02:01:49,['MAT-60'],['Plant4'],,,,,0.0,0.0,['MAT-60_Plant4'],e791_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Purchase Suggestion Item (Understock),2024-07-03 02:01:50,['MAT-60'],['Plant4'],,,,,0.0,0.0,['MAT-60_Plant4'],e791,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2024-07-03 02:01:51,['MAT-60'],['Plant4'],,,,,0.0,0.0,['MAT-60_Plant4'],e791_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START NORMAL,2024-07-08 02:01:59,['MAT-60'],['Plant5'],,['SO_ITEM--195-3'],['CUSTOMER--42'],,10.0,10.0,['MAT-60_Plant5'],e792_STARTSC,10.0,10.0,1.0,7.0,14.14,4.35,74.35,18.490000000000002,0,1,Normal,START NORMAL,,,
Create Sales Order Item (Normal),2024-07-08 02:02:00,['MAT-60'],['Plant5'],,['SO_ITEM--195-3'],['CUSTOMER--42'],,10.0,10.0,['MAT-60_Plant5'],e792,10.0,10.0,1.0,7.0,14.14,4.35,74.35,18.490000000000002,0,1,Normal,START NORMAL,,,
ST CHANGE NORMAL to UNDERSTOCK,2024-07-14 02:02:09,['MAT-60'],['Plant5'],,,['CUSTOMER--514348'],,10.0,0.0,['MAT-60_Plant5'],e793_STARTSC,10.0,10.0,1.0,7.0,14.14,4.35,74.35,18.490000000000002,1,0,Understock,ST CHANGE NORMAL to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Normal to Understock,
Goods Issue (Understock),2024-07-14 02:02:10,['MAT-60'],['Plant5'],,,['CUSTOMER--514348'],,10.0,0.0,['MAT-60_Plant5'],e793,10.0,10.0,1.0,7.0,14.14,4.35,74.35,18.490000000000002,1,0,Understock,ST CHANGE NORMAL to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Normal to Understock,
END UNDERSTOCK,2024-07-14 02:02:11,['MAT-60'],['Plant5'],,,['CUSTOMER--514348'],,10.0,0.0,['MAT-60_Plant5'],e793_END,10.0,10.0,1.0,7.0,14.14,4.35,74.35,18.490000000000002,1,0,Understock,ST CHANGE NORMAL to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Normal to Understock,
START UNDERSTOCK,2024-08-11 02:03:39,['MAT-61'],['Plant1'],,,['CUSTOMER--680019'],,53.0,0.0,['MAT-61_Plant1'],e803_STARTSC,53.0,53.0,5.300000000000001,7.0,32.56,23.07,394.07,55.63,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Goods Issue (Understock),2024-08-11 02:03:40,['MAT-61'],['Plant1'],,,['CUSTOMER--680019'],,53.0,0.0,['MAT-61_Plant1'],e803,53.0,53.0,5.300000000000001,7.0,32.56,23.07,394.07,55.63,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2024-08-11 02:03:41,['MAT-61'],['Plant1'],,,['CUSTOMER--680019'],,53.0,0.0,['MAT-61_Plant1'],e803_END,53.0,53.0,5.300000000000001,7.0,32.56,23.07,394.07,55.63,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START OVERSTOCK,2024-03-04 02:03:09,['MAT-61'],['Plant2'],,['SO_ITEM--121-3'],['CUSTOMER--2'],,100.0,100.0,['MAT-61_Plant2'],e800_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-03-04 02:03:10,['MAT-61'],['Plant2'],,['SO_ITEM--121-3'],['CUSTOMER--2'],,100.0,100.0,['MAT-61_Plant2'],e800,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
ST CHANGE OVERSTOCK to UNDERSTOCK,2024-04-20 02:03:19,['MAT-61'],['Plant2'],,,['CUSTOMER--889346'],,100.0,0.0,['MAT-61_Plant2'],e801_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
Goods Issue (Understock),2024-04-20 02:03:20,['MAT-61'],['Plant2'],,,['CUSTOMER--889346'],,100.0,0.0,['MAT-61_Plant2'],e801,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
END UNDERSTOCK,2024-04-20 02:03:21,['MAT-61'],['Plant2'],,,['CUSTOMER--889346'],,100.0,0.0,['MAT-61_Plant2'],e801_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
START UNDERSTOCK,2023-11-14 02:02:49,['MAT-61'],['Plant3'],,['SO_ITEM--111-3'],['CUSTOMER--15'],,0.0,0.0,['MAT-61_Plant3'],e798_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Sales Order Item (Understock),2023-11-14 02:02:50,['MAT-61'],['Plant3'],,['SO_ITEM--111-3'],['CUSTOMER--15'],,0.0,0.0,['MAT-61_Plant3'],e798,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2023-11-14 02:02:51,['MAT-61'],['Plant3'],,['SO_ITEM--111-3'],['CUSTOMER--15'],,0.0,0.0,['MAT-61_Plant3'],e798_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START OVERSTOCK,2023-12-05 02:02:59,['MAT-61'],['Plant4'],,,['CUSTOMER--719243'],,157.0,153.0,['MAT-61_Plant4'],e799_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Goods Issue (Overstock),2023-12-05 02:03:00,['MAT-61'],['Plant4'],,,['CUSTOMER--719243'],,157.0,153.0,['MAT-61_Plant4'],e799,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-05-08 02:03:30,['MAT-61'],['Plant4'],,['SO_ITEM--32-1'],['CUSTOMER--24'],,53.0,53.0,['MAT-61_Plant4'],e802,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,,
